Close,High,Low,Open,Volume
TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS
4.4741997718811035,4.547069349276322,4.255590751642661,4.459626029233731,994997
4.482944965362549,4.547070427597579,4.258506567672077,4.348865291388515,1058302
4.570387363433838,4.640342416084204,4.261419958364344,4.328460205152081,873414
4.713212013244629,4.91433217864166,4.657831277646442,4.663660889404727,2088480
4.704467296600342,4.838547494360737,4.663660592991462,4.838547494360737,514643
5.033839702606201,5.071731896785783,4.724872248465603,4.8064859614231,1798672
4.794826030731201,5.130026960404267,4.727786075238784,5.071730845971305,1547609
4.870611667633057,4.896844636332885,4.76567921672814,4.8327191856570355,384915
4.745275020599365,4.949310298448939,4.70155350454907,4.949310298448939,233291
4.7190423011779785,4.765679492826257,4.663661842316828,4.721957683758332,213726
4.727786540985107,4.838548017108153,4.666575902853226,4.809400245072996,294005
4.538325309753418,4.7481899157726595,4.488774180486579,4.686979273659518,371537
4.485859394073486,4.721957256919459,4.471285074964524,4.649087101638614,556052
4.363437175750732,4.567472126619896,4.343033248584719,4.4712841183341725,345382
4.31680154800415,4.372181998805529,4.255590620943418,4.3197160660018845,455888
4.284739017486572,4.605365403766249,4.226443179957177,4.412989341556203,391765
4.628684043884277,4.628684043884277,4.220613477885891,4.284738926613499,1479196
4.628684043884277,4.628684043884277,4.628684043884277,4.628684043884277,0
4.564558506011963,4.896844391924116,4.488774121948036,4.896844391924116,1148622
4.7656779289245605,4.896843313085187,4.445050762186671,4.547068379218067,1659535
4.803569793701172,4.955138518373852,4.582045453183402,4.774421740454344,2478774
4.6607465744018555,4.751104702013635,4.605365256865311,4.684064447785346,552995
4.748189926147461,4.867696404436488,4.666576216572932,4.780252506346882,541617
4.628684043884277,5.004691453439669,4.582046856354828,4.832719038830676,1951457
4.40716028213501,4.599536656542766,4.372182890448525,4.547070136933785,1648468
4.491690158843994,4.541241301041783,4.316802893513619,4.541241301041783,784006
4.608279705047607,4.657831406362356,4.401329922173379,4.401329922173379,1585215
4.617023944854736,4.748189640059761,4.564558300488831,4.716126773739399,721417
4.6403422355651855,4.721956508491107,4.547068739642311,4.576216797134693,571057
4.608279705047607,4.7481895269544765,4.547069067946862,4.6520015063902065,773737
4.544154167175293,4.663660920976402,4.500432654797693,4.55872848472243,527700
4.412989616394043,4.532496105174722,4.372182613997875,4.517922360924331,566021
4.724871635437012,4.768593148542277,4.424648351172792,4.427563157120178,953122
4.870611667633057,4.955140186344236,4.7511048971460985,4.908503861556276,1290205
4.596620559692383,4.882269514349422,4.547068860636796,4.7948262037037095,723054
4.5179219245910645,4.652001856620104,4.494603475157986,4.599535921501258,268554
4.7744221687316895,4.86769537138296,4.430477125935355,4.576216541084557,1520770
4.759850025177002,4.95805514319124,4.692809762264863,4.95805514319124,1069649
4.783167362213135,4.873526067445642,4.619939653316563,4.619939653316563,444914
4.80940055847168,4.864781876247604,4.695723980879473,4.835633814260276,415370
5.194151401519775,5.194151401519775,4.663660518403118,4.838547416975335,1291085
4.943480491638184,5.421505799871107,4.780252218170912,5.246618590340497,1896018
4.759850025177002,4.955140624680373,4.5762180758227515,4.949311011552985,454966
4.421733856201172,4.821059418549605,4.401330213134499,4.821059418549605,499628
4.681149005889893,4.774422503126662,4.138998585527575,4.138998585527575,1287946
4.485859394073486,4.745275130503743,4.4304780760600435,4.663661420747576,493866
4.412989616394043,4.547069849425114,4.200210185031278,4.485859777910088,759074
4.211870193481445,4.640343912978695,4.197295871414113,4.561644705406196,393941
4.226442813873291,4.25267606811302,4.109850860860603,4.197294753606926,489390
4.1477437019348145,4.343033980918784,4.109850934853551,4.197294829174195,493006
3.8737540245056152,4.1389993863752865,3.847520767317111,4.028237609071135,247943
3.9262197017669678,3.964111893800754,3.672633294119701,3.672633294119701,965402
3.993259906768799,4.130254940367735,3.90581600476372,4.0165786455037065,368542
3.905816078186035,3.9874306571076006,3.879583684833963,3.9611973995970975,536052
3.905816078186035,3.9058160781860347,3.9058160781860347,3.9058160781860347,0
3.905816078186035,3.9058160781860347,3.9058160781860347,3.9058160781860347,0
3.8591792583465576,3.9349636386873064,3.792139008004531,3.8562644523293925,343672
4.0078325271606445,4.074872766030245,3.934962965307045,3.934962965307045,185955
3.92038893699646,4.13899789450749,3.7892235624898416,3.7950528850444596,190981
3.870837450027466,3.90581482745477,3.6143365862096637,3.8766676370462396,343693
3.8475210666656494,3.9058163341283376,3.8125436757457725,3.8766691324762377,258171
3.7629895210266113,3.876666615838675,3.6901199799109308,3.7017789106136427,266243
3.8212873935699463,3.905815911107267,3.7921393309162514,3.7921393309162514,4209199
4.0398945808410645,4.127338440871148,3.7717345430892975,3.7892230846531807,2373190
3.923304319381714,4.066128936111148,3.7309280052014553,3.7309280052014553,3283848
4.0253214836120605,4.066128471146628,3.9233038707492836,3.9611960528847603,3441783
3.8620946407318115,4.022408131442311,3.800883993289211,3.937879032382409,1276588
3.7076101303100586,3.818371883829593,3.6580584329278985,3.7892241145987144,1175792
3.9118692874908447,4.0078094064302,3.8066449171599066,4.0078094064302,967547
4.010903358459473,4.072799475276168,3.9056790117497044,3.9923339423078077,1068043
3.8840157985687256,4.078990898035779,3.713799825411928,3.9954298789678773,1146642
3.859257698059082,3.9180592866205934,3.809740055740839,3.809740055740839,545202
3.8468775749206543,3.9273431234891345,3.819023904061487,3.8932997479945968,345040
3.735463857650757,3.8035503092552028,3.6890416801716,3.79426605726679,641967
3.735463857650757,3.7354638576507573,3.7354638576507573,3.7354638576507573,0
3.7076098918914795,3.7447481203004545,3.555963349270859,3.658092865704193,464717
3.6642825603485107,3.8994901162416222,3.651903456758615,3.8994901162416222,603678
3.5869126319885254,3.8035508143230072,3.466214281654829,3.791171708079421,606465
3.38265323638916,3.5281104103139946,3.32694649390368,3.478593373848176,4932969
3.38265323638916,3.38265323638916,3.38265323638916,3.38265323638916,0
3.3455138206481934,3.3888411318562395,3.2805222421449227,3.3671777820978175,4022519
3.082453727722168,3.2867127428436467,3.0793588756236216,3.1876780873814536,1622199
3.169109344482422,3.203152418977521,3.094833489975712,3.1195923120417564,1136570
3.101022481918335,3.15672982424243,3.0638845595479425,3.153634971891092,436862
2.9246180057525635,3.1257815922785808,2.896764331992533,3.0948333717242473,794089
2.9246180057525635,2.9246180057525635,2.9246180057525635,2.9246180057525635,0
2.7667810916900635,2.9369973914855345,2.7389274152649294,2.8720054798268886,1215719
2.8627214431762695,2.8998593753702564,2.7544021939185344,2.7544021939185344,502737
2.9246180057525635,2.9555656146154963,2.754401722243779,2.754401722243779,446624
2.915332555770874,2.9865138537996785,2.881289485850491,2.9865138537996785,348273
2.949376344680786,3.0205573468348392,2.847246508922115,2.9834194193698673,246814
3.0143685340881348,3.032937654359266,2.81939399462435,2.81939399462435,421246
3.0298423767089844,3.0948333644593933,2.9803244287394692,3.032936923496023,350812
3.0422215461730957,3.06388490337215,2.9710402399501277,3.0329369880771817,222317
2.983419895172119,3.057695761947739,2.943187108514845,2.989609601711048,170691
3.0298423767089844,3.0793594071414008,2.77297052572879,2.77297052572879,541140
3.0979278087615967,3.125781481534795,3.001988603703338,3.032936823161202,473846
3.128876209259033,3.2186266232136416,3.1072128541020425,3.1567298809211906,182504
3.1505401134490967,3.166013761982394,3.1134018889101047,3.156729511693287,101293
3.1567301750183105,3.166014427258321,3.1103079962811413,3.1257816480659235,256876
3.1845834255218506,3.2495750176281124,3.1195918334155888,3.1567297549710247,1235895
3.125779867172241,3.330039111145442,3.101021059716509,3.2155305441992725,4941735
3.141256093978882,3.1876785767379805,3.0638847796375623,3.1567300510014524,3825579
3.141256093978882,3.2743335312631774,3.101022704675702,3.1257815252649244,337320
3.169109344482422,3.2124375889437116,3.094833489975712,3.1134026065252454,193716
3.255764961242676,3.280523169636566,3.16601423843359,3.206247015226458,202131
3.385747194290161,3.4197902625524073,3.1691087642588642,3.2681437285452866,382138
3.3733677864074707,3.559057677735611,3.3424192672890287,3.435264518798727,322740
3.2805230617523193,3.3393249516753603,3.187678407022954,3.3362300992664804,475742
3.6302404403686523,3.676662935967327,3.286714156445924,3.286714156445924,1999622
3.723083972930908,3.8932993016615427,3.543583782465979,3.710704259233726,1387094
3.794264793395996,3.8437818069923906,3.574531860410312,3.574531860410312,531316
3.766411066055298,3.846876594108015,3.7447471053550174,3.837592345367771,243643
3.9459121227264404,4.013998254768264,3.7787907270728414,3.8344980628544647,712277
4.407042026519775,4.4194211278116144,4.082084424235277,4.082084424235277,2451914
4.348239898681641,4.704145717553093,4.332765945405922,4.623680181813371,2066025
4.199689865112305,4.484414835002278,4.026379000577288,4.456561155740658,923672
4.038756370544434,4.456559238838649,4.023282722635187,4.162550141502839,1347022
4.348239898681641,4.506076118336817,3.9768601265344694,4.162550012608055,2869565
4.871267318725586,4.871267318725586,4.332766136063208,4.332766136063208,7227892
5.152896404266357,5.397388791790461,4.967206815726674,4.967206815726674,3539843
5.620216369628906,5.6759237056688665,5.27050084598878,5.385009452534009,5686582
5.583078384399414,6.0287345961885945,5.508801941307062,5.991596374642418,3788554
5.539750576019287,5.539750576019287,5.539750576019287,5.539750576019287,1253967
5.635692119598389,5.747106203396198,5.425243362612682,5.57070051974205,2377574
5.42214822769165,5.617122394421358,5.357156634884636,5.5645102108815205,1859707
5.115759372711182,5.477855280007009,5.081716301069095,5.446907366709497,2028212
4.911500930786133,5.118854212627862,4.827939913521539,5.004345587987513,1200952
5.013630390167236,5.193129997398488,4.936259078828727,5.044578303011277,1192818
5.010534286499023,5.0693364756110295,4.957922413195357,5.013629750248835,440354
4.970303058624268,5.106475979783307,4.954829405219094,5.075527449590008,616900
4.970303058624268,5.013631306740623,4.892932344832496,5.0074409890104885,808762
5.097190856933594,5.1374233276293,5.001250735548558,5.103380256070536,550197
5.128138065338135,5.137422315136633,5.013629463264154,5.0198191670269035,755261
5.480950355529785,5.521183747743234,5.1683723639004855,5.1683723639004855,1991601
5.32620906829834,5.570700916007241,5.25812230510055,5.508803858554705,1006790
5.291965961456299,5.291965961456299,5.291965961456299,5.291965961456299,20725
5.4444990158081055,5.721548515890856,5.416482248830748,5.721548515890856,1031484
5.33554744720459,5.4974191238647965,5.260837489920373,5.478742095993568,602455
5.307531356811523,5.36667630459086,5.260837556013954,5.295078979296871,701500
5.192353248596191,5.351112306131191,5.161224148301057,5.347999672971596,335258
5.114529609680176,5.22970810177207,5.105190788080843,5.139433133945065,512208
5.098965167999268,5.15811072995406,5.021142270649897,5.074061643962211,392728
5.108303546905518,5.229707915745137,5.070948569470163,5.070948569470163,303051
5.0304789543151855,5.179899121275042,4.980672539628336,5.151883282192655,347693
4.7534308433532715,5.011803038256469,4.734752894223527,4.980673943395401,807830
4.9153032302856445,5.011803776975237,4.513736339985973,4.513736339985973,999225
4.977561950683594,5.098965720622267,4.930867530420183,5.098965720622267,324491
5.002464771270752,5.011803901260364,4.918415985329918,4.949545393184481,212628
4.955771446228027,4.980674973373355,4.9028520663107145,4.949545564441696,381547
4.840592861175537,5.008691040691286,4.812576395378502,4.924641643300182,268803
4.843705654144287,4.881060633101555,4.797012161172616,4.797012161172616,291217
4.846817493438721,4.884172463908493,4.803236643285127,4.862382500281422,72786
4.790786266326904,4.918415597945289,4.765882742004707,4.918415597945289,94962
4.7938995361328125,4.809463932269996,4.681834284252239,4.762770128591964,427712
4.737865924835205,4.825027945848322,4.706736521747237,4.825027945848322,222565
4.719189167022705,4.778334424847523,4.6880600677657895,4.768995910413711,375754
4.653817176818848,4.700510974068989,4.557316334359808,4.557316334359808,247114
4.815688610076904,5.192352217801685,4.731639840622273,4.731639840622273,697365
4.588446140289307,4.856157185981787,4.547978220138884,4.737866366129258,761851
4.7938995361328125,4.849931854439859,4.519961980306309,4.519961980306309,760722
4.7938995361328125,4.7938995361328125,4.7938995361328125,4.7938995361328125,0
4.87172269821167,4.9090776816095,4.793899790496752,4.8437062299383555,257902
4.986900329589844,5.09585264082273,4.868609503718823,4.868609503718823,695345
5.279514789581299,5.291966552314092,4.9837875781101095,4.9837875781101095,1279210
5.360450267791748,5.506757547059589,5.21103035568547,5.385353791564936,711096
5.363564491271973,5.4631779892132215,5.136321026049786,5.136321026049786,642796
5.167450428009033,5.379129200299512,5.139434264680369,5.354225670555556,410210
5.018030643463135,5.164337962572712,5.011804760824434,5.105192077505056,247031
5.248385429382324,5.285740717912611,4.98690025546973,4.98690025546973,1490501
5.173674583435059,5.316869216396828,5.142545489279517,5.260836908443489,453867
5.092739105224609,5.21414285767258,5.074061462863443,5.154997913095165,543565
5.092739105224609,5.211030224912256,5.05538412813548,5.183013453737302,140722
5.070950031280518,5.120757092396556,5.0429341746693375,5.120757092396556,146049
5.070950031280518,5.070950031280518,5.070950031280518,5.070950031280518,0
5.239046573638916,5.260837464828807,5.074061649609443,5.074061649609443,544694
5.242159366607666,5.285739914670523,5.207916716358651,5.229707605656457,381537
5.251497745513916,5.304417420571289,5.229707472039221,5.229707472039221,377081
5.226595401763916,5.257723576162477,5.1830136195935035,5.232820667483772,149676
5.257723331451416,5.2857401022189165,5.186126626341136,5.229707791216715,435183
5.192353248596191,5.335547909800245,5.120756225627408,5.279514975529164,459111
5.195466995239258,5.229709039610856,5.151886127593603,5.176789348691146,283165
5.102077484130859,5.291965601142758,5.049158117294619,5.291965601142758,504457
5.080286979675293,5.16433574392298,5.014915547686447,5.014915547686447,88962
5.036706924438477,5.105191315610331,4.9806749119522316,5.042933421414531,205550
4.806350231170654,5.074061247871703,4.793898777757325,4.856156660090354,271891
4.756544589996338,4.874835416629204,4.734753696922882,4.7938995716891775,270295
4.862383842468262,5.13320753003915,4.7658829883646066,5.13320753003915,107438
4.803236961364746,4.89039835981078,4.731639647892648,4.859269266963398,247663
4.628913402557373,4.78767211999681,4.610236376885834,4.684946325371077,234969
4.560429096221924,4.787672192928811,4.529300001817737,4.544864702836423,140049
4.473268032073975,4.560429441477777,4.442138627679893,4.495057999883414,301984
4.495057582855225,4.544864625264916,4.420347634507048,4.4794931897353765,170629
4.33007287979126,4.5106224812230735,4.295830846602973,4.5106224812230735,253881
4.255363464355469,4.379880159983367,4.1464111634103,4.308282836963247,374128
4.255363464355469,4.255363464355469,4.255363464355469,4.255363464355469,0
4.1277337074279785,4.358090081595635,4.087265787208403,4.358090081595635,320481
4.249138355255127,4.280266840387976,4.0467981259430665,4.0467981259430665,174204
4.183765888214111,4.29583112284243,4.177540315297598,4.29583112284243,101904
4.1121697425842285,4.140186210954101,4.0094433071612094,4.140186210954101,223768
4.062361240386963,4.158862074510225,4.0218936349167365,4.155749442086736,115345
4.056136131286621,4.161975490037956,3.9378453185193463,4.046797617682968,226327
4.043684482574463,4.227346727523541,3.940958069181509,4.227346727523541,171737
3.9783132076263428,4.068588171300022,3.9222808958746853,3.9845387807729242,128774
3.947183847427368,4.015668229130002,3.86002243844501,4.012555288705646,195582
4.028120517730713,4.165088673325405,3.8600226485647076,3.8600226485647076,188898
3.9627485275268555,4.04368435656077,3.9222806130098986,3.9409579463690885,224078
4.270927429199219,4.389218231995598,4.07170079777199,4.109055771937522,602859
4.395445346832275,4.513736166294548,4.35809005977061,4.35809005977061,593139
4.311395168304443,4.476380374277582,4.221120830525743,4.457702426504096,375236
4.102829933166504,4.414121466900348,4.077926105949413,4.414121466900348,279839
3.993878126144409,4.102830422040014,3.984538689921273,3.990765185825495,424676
4.090378284454346,4.19621764621408,4.046797732710002,4.06236181994742,169903
4.196218967437744,4.35809130917854,4.093492513834275,4.35809130917854,96682
4.252250671386719,4.3238479968902785,4.015668418511112,4.015668418511112,148277
4.277153015136719,4.3518632713327685,4.2180080750047875,4.292718023567656,122971
4.233572959899902,4.28026645245027,4.2117826838852785,4.236685592787806,249798
4.473268032073975,4.572881510868619,4.23357284877238,4.280266340097085,571948
4.516849994659424,4.575995881493686,4.451478532633809,4.482607946757104,396604
4.675607204437256,4.856156503247717,4.498171153421066,4.56042903374331,523192
4.585333347320557,4.759657103562995,4.426574602206187,4.426574602206187,353061
4.538639545440674,4.638252410544141,4.488832497622513,4.575994523671081,382024
4.45770263671875,4.6382519360567604,4.439025303330822,4.516848192319086,558300
4.491944789886475,4.529300072917716,4.457702754741027,4.5137356792878895,148805
4.482607364654541,4.504397951711165,4.35809064723077,4.482607364654541,405329
4.354976654052734,4.414121591839146,4.18687850736962,4.358089286455667,215395
4.532413959503174,4.569768945236089,4.364316677521691,4.467043119012166,561668
4.597784996032715,4.684947339272994,4.482607108222088,4.482607108222088,298492
4.547978401184082,4.653817770488104,4.529300756848112,4.635140126152134,203581
4.495057582855225,4.5728810866203675,4.420347634507048,4.420347634507048,206524
4.504397392272949,4.563542648814377,4.482606807922678,4.482606807922678,116889
4.498172283172607,4.544865782050027,4.451477861395412,4.451477861395412,376957
4.516849994659424,4.575995881493686,4.485720888169434,4.54486646737039,109542
4.551092147827148,4.594673018028599,4.420349229589505,4.544866265279328,172369
4.529299259185791,4.625799774412877,4.488831350805583,4.597783317172871,598921
4.638251304626465,4.669380702090503,4.451476150374798,4.669380702090503,411433
4.8094635009765625,4.874834943316854,4.575994503522966,4.579107443997895,899724
