Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,
2000-03-13,10.477458000183105,11.41140806374276,10.391393467162397,11.044840579871694,19333552
2000-03-14,11.315780639648438,11.31578063964844,10.27026646090059,10.742023337976107,22508766
2000-03-15,11.889538764953613,12.176418386669004,11.156403815414258,11.322156199352385,25065667
2000-03-16,12.731054306030273,12.842617840716938,11.634538687014679,11.851291654611831,38476977
2000-03-17,12.731054306030273,12.731054306030273,12.731054306030273,12.731054306030273,0
2000-03-20,12.731054306030273,12.731054306030273,12.731054306030273,12.731054306030273,0
2000-03-21,13.572563171386719,13.744690948213284,12.641800160658475,12.998803915298168,33726705
2000-03-22,13.521560668945312,13.865814883804658,13.186867603435678,13.687313032439368,24591984
2000-03-23,12.775677680969238,13.499250251954702,12.574862573287687,13.387685444083694,19461605
2000-03-24,12.574862480163574,12.845803005509588,12.389983914808461,12.686425998469836,12179137
2000-03-27,12.310295104980469,12.877677670171055,12.055291140166728,12.622673705357316,16185037
2000-03-28,12.772490501403809,12.998804587824578,11.908665811070636,12.208294944342029,27226033
2000-03-29,12.593987464904785,13.158183028184398,12.431423406092854,13.062557338660655,29238368
2000-03-30,12.782052993774414,13.037057004347545,11.816227124072055,12.686427295271162,27146045
2000-03-31,13.052993774414062,13.374936134388834,12.252920383315242,12.62267494428542,50096815
2000-04-03,13.598065376281738,14.00288396344671,13.068932480715173,13.068932480715173,41589839
2000-04-04,12.517488479614258,13.483314399365291,12.511113089053357,13.422751410883594,31096557
2000-04-05,12.50792121887207,12.941428323568855,11.953289460139722,12.55892304022457,22840682
2000-04-06,12.998801231384277,13.158179485578346,12.386793632484242,12.622671386710332,35520794
2000-04-07,13.904068946838379,13.993319247549753,13.005181528864265,13.005181528864265,78976442
2000-04-10,14.108076095581055,14.758335144205509,13.410003540479767,13.977386360039986,132074920
2000-04-11,14.073007583618164,14.273822681722413,13.333497218205668,13.897692754063414,53573665
2000-04-12,13.894505500793457,14.439576200017235,13.763815808803207,14.025195192783707,41323432
2000-04-13,13.059366226196289,13.738313503714403,12.954176830193427,13.738313503714403,45053080
2000-04-14,13.059366226196289,13.059366226196287,13.059366226196287,13.059366226196287,0
2000-04-17,12.73344612121582,13.052911783965964,12.171962044902532,13.052911783965964,41305044
2000-04-18,12.972243309020996,13.165860204930876,12.778627717772011,12.836712525612796,22656277
2000-04-19,13.085184097290039,13.485323521291097,12.66568350911495,13.294934391377584,24311164
2000-04-20,13.130362510681152,13.227170955093161,12.59146582317135,12.894796861538284,21593577
2000-04-21,13.130362510681152,13.130362510681152,13.130362510681152,13.130362510681152,0
2000-04-24,12.985147476196289,13.25620895642952,12.849616736079673,13.101317054770668,16132510
2000-04-25,12.952878952026367,13.036779064398338,12.494656064247494,12.843163520821525,25740395
2000-04-26,13.882234573364258,13.969361112782194,13.133587705520164,13.359472727535453,69333539
2000-04-27,13.340110778808594,13.866100375429848,13.240077228197828,13.682165403134706,48050173
2000-04-28,13.323980331420898,13.517597252745643,13.120684129623196,13.327208062906285,20049138
2000-05-01,13.323980331420898,13.323980331420897,13.323980331420897,13.323980331420897,0
2000-05-02,12.633416175842285,13.417560418521562,12.501111820664013,13.359475611483806,31893179
2000-05-03,12.688275337219238,12.77862832736095,11.939628261699141,12.714090663639864,20524665
2000-05-04,13.10777473449707,13.211036030033803,12.526927990111702,12.830259024246477,20499324
2000-05-05,12.998059272766113,13.41756126318551,12.907706282495807,13.223945662424768,24879037
2000-05-08,12.804444313049316,13.069051721688748,12.75604008920254,13.069051721688748,9727024
2000-05-09,12.723770141601562,12.788309104371788,12.45593501169815,12.688274233942279,12330686
2000-05-10,12.756038665771484,13.0367807843655,12.681819125087344,12.714088604050948,16479752
2000-05-11,12.230049133300781,12.617280274847527,12.010618240068341,12.585012100269266,16314880
2000-05-12,12.075157165527344,12.449481297151362,11.988030615548835,12.449481297151362,12001844
2000-05-15,12.171963691711426,12.249409646716117,11.765370144780828,11.962212110166988,8127716
2000-05-16,12.14937686920166,12.230049263497264,12.004164211080182,12.188100505632876,8462187
2000-05-17,12.271998405456543,12.455933381550853,12.14937595783412,12.326856777563915,11234113
2000-05-18,11.894449234008789,12.391395792619964,11.817001966576369,12.391395792619964,9489477
2000-05-19,11.958986282348633,12.133240668314064,11.791186052454648,12.036432241224174,7726856
2000-05-22,11.797640800476074,11.90735624055325,11.616933554032773,11.84281728592173,6980460
2000-05-23,11.642748832702637,11.849272727120246,11.368460855099304,11.752465589336959,12264286
2000-05-24,11.655655860900879,11.697605920399395,10.719847543828209,11.649203009178553,8417757
2000-05-25,11.894449234008789,11.99771051770444,11.649203032901278,11.742782429672364,10876166
2000-05-26,12.120330810546875,12.191323908958312,11.77827754296783,11.820227595091717,15354573
2000-05-29,12.423666000366211,12.694726233673432,12.130015566013979,12.130015566013979,12285642
2000-05-30,12.817347526550293,12.972239431385143,12.455931777275136,12.510790142316964,12972622
2000-05-31,13.152947425842285,13.35947126192126,12.881885951025248,13.23039337512423,22912042
2000-06-01,12.862527847290039,13.133589386538347,12.785080574938439,13.133589386538347,9477914
2000-06-02,13.040009498596191,13.143272110331907,12.910932864752768,12.969017676147553,12507068
2000-06-05,13.28203010559082,13.966139566631806,13.133592294152953,13.133592294152953,32536504
2000-06-06,13.488547325134277,13.633758637533997,13.165855229877035,13.29493180704785,13442405
2000-06-07,13.478870391845703,13.643442909183582,13.301389560967998,13.582131681521295,14462732
2000-06-08,14.211380004882812,14.54698047023844,13.459507992912869,13.520819214957259,43913624
2000-06-09,14.392088890075684,14.86967427934343,14.095212050113862,14.32754993608633,45288623
2000-06-12,14.08230209350586,14.637333379970945,14.037125613783545,14.398541365543613,16915778
2000-06-13,14.053264617919922,14.17911481892785,13.911279675398598,14.037129876406528,13155936
2000-06-14,14.24365234375,14.514715215779484,14.06939922453357,14.14684520025875,12899662
2000-06-15,14.40177059173584,14.6696057060185,14.075851979940554,14.214609176210883,20366163
2000-06-16,15.076196670532227,15.227863471587689,14.424358200478597,14.485669423263978,40968909
2000-06-19,14.930986404418945,15.340806438608418,14.805136219336859,15.260132741250382,17958204
2000-06-20,15.308536529541016,15.41502554612945,14.876128915969256,15.037475001491234,20344902
2000-06-21,14.540529251098633,15.453748746750184,14.482444448292354,15.424706997677436,24589769
2000-06-22,14.876128196716309,14.972935321484638,14.359819182416391,14.485669357877672,21212949
2000-06-23,15.269814491271973,16.06686435162632,15.060062880028319,15.060062880028319,55661441
2000-06-26,14.701875686645508,15.42470735537402,14.495353098243543,15.166552815210748,23789691
2000-06-27,14.653474807739258,15.121379773875741,14.60184414886343,14.714787356732774,20266791
2000-06-28,14.747053146362305,14.937442311642316,14.540530544380772,14.714784968298366,11676392
2000-06-29,14.847081184387207,15.102007893071232,14.747046355867079,14.843854759464739,15207051
2000-06-30,14.676058769226074,15.037474564339362,14.585704494282584,14.685739351423472,12689587
2000-07-03,15.05128002166748,15.198105536180385,14.878352222778133,14.995811842890472,14888457
2000-07-04,15.217684745788574,15.390612561802351,15.077383799103794,15.139376565741356,19835523
2000-07-05,15.178532600402832,15.400402727580738,15.119802117424726,15.400402727580738,14339312
2000-07-06,14.943608283996582,15.172004277097479,14.848987331842268,15.074119714698496,8316308
2000-07-07,15.136116027832031,15.335146153861492,14.982764579485051,15.074121934850016,14988688
2000-07-10,14.924030303955078,15.269885888137555,14.764152993957367,15.191579038086612,12247212
2000-07-11,15.054544448852539,15.13285131309405,14.7804697644255,14.813097954317005,10042851
2000-07-12,15.015386581420898,15.22746710542733,14.910976145363044,15.139372077942719,10075643
2000-07-13,14.969710350036621,15.351457763285692,14.682583887550646,15.07411949306302,22258353
2000-07-14,14.724998474121094,15.034964893593825,14.649953917020824,14.878351198120997,13467376
2000-07-17,14.617325782775879,14.910976766056988,14.525967142108446,14.682580823969957,11982512
2000-07-18,15.034965515136719,15.335142436783844,14.552071288721239,14.552071288721239,40897655
2000-07-19,14.568387985229492,15.181793739590164,14.43787654360919,15.04149410474378,14818453
2000-07-20,14.346518516540527,14.67606140542952,14.209481166919346,14.578176830463782,18257784
2000-07-21,14.225794792175293,14.486817678455816,14.167064312971295,14.421562616467446,13027046
2000-07-24,13.054449081420898,14.127909077187137,12.956565836777502,14.127909077187137,16063259
2000-07-25,13.214329719543457,13.423148063955884,12.333373701353228,12.855422200711788,21089528
2000-07-26,12.702068328857422,13.377466847511013,12.594395565933256,13.377466847511013,13450503
2000-07-27,12.897834777832031,12.979403924811137,12.40515232832361,12.643336506463575,10102447
2000-07-28,13.43293571472168,13.560184870382594,12.92067548142196,13.005509571026133,27046026
2000-07-31,13.093602180480957,13.410093205025316,13.018557617737521,13.27305588139092,7811878
2000-08-01,13.047924041748047,13.24695413434912,12.871732624570514,13.149069573973813,11954266
2000-08-02,13.250216484069824,13.29589647344604,12.871732681600466,12.92067364284159,6314561
2000-08-03,13.087077140808105,13.638490081678652,13.01855847448173,13.29915904114293,20632919
2000-08-04,13.175171852111816,13.341575076990237,13.008769946396766,13.116441379752573,15470055
2000-08-07,13.0968656539917,13.312211169859719,13.025084694811317,13.2404288915159,6564253
2000-08-08,13.266530990600586,13.344837850187897,13.14907004163791,13.1686477459073,8338872
2000-08-09,13.246953964233398,13.377465390561094,13.214325777860635,13.377465390561094,3429526
2000-08-10,13.100128173828125,13.308947791825535,13.057713111145505,13.279583213238308,4206414
2000-08-11,13.018559455871582,13.116442706932338,12.737958868057614,13.064239449641638,6424479
2000-08-14,13.005507469177246,13.11644119195673,12.790161967222122,12.985929765895557,7038233
2000-08-15,13.005507469177246,13.005507469177246,13.005507469177246,13.005507469177246,0
2000-08-16,13.145806312561035,13.312209525250134,13.083812234567613,13.181696787717264,6538276
2000-08-17,12.89130687713623,13.246951943691862,12.80973774280932,13.246951943691862,11183812
2000-08-18,12.845630645751953,12.888047025761576,12.571555980816973,12.826054260874713,4207495
2000-08-21,12.884785652160645,12.963091197245534,12.816265661884374,12.920674814215555,2339905
2000-08-22,12.904361724853516,13.005508583402772,12.767324385958,12.920674500240802,8129963
2000-08-23,13.03161334991455,13.142547103301535,12.953305153508648,13.05118973943417,5287450
2000-08-24,13.005507469177246,13.0838130056506,12.757533780915992,13.0838130056506,5031049
2000-08-25,12.956564903259277,13.083812716378485,12.874994439297405,12.927199008567674,2865903
2000-08-28,13.025084495544434,13.044660880628058,12.861943555969527,12.861943555969527,3168356
2000-08-29,13.002243995666504,13.149069516423475,12.920673529044095,13.025083990153451,5970636
2000-08-30,13.0968656539917,13.341575747934392,13.018558793295801,13.018558793295801,8818586
2000-08-31,12.95003890991211,13.149068993730364,12.829315679440548,13.106653935768804,5480864
2000-09-01,12.95003890991211,12.95003890991211,12.95003890991211,12.95003890991211,0
2000-09-04,13.162121772766113,13.328525002750437,12.946777580283525,13.044660824443461,8428653
2000-09-05,13.387253761291504,13.540603849684961,13.136017802955685,13.27631740940987,10323322
2000-09-06,13.618910789489746,13.759211716041344,13.445982998291107,13.507977075195958,14681276
2000-09-07,13.583022117614746,13.720059452474077,13.507978867887722,13.507978867887722,8313997
2000-09-08,13.883196830749512,13.99413318016733,13.631962197156676,13.631962197156676,14370164
2000-09-11,13.889725685119629,14.160536732642285,13.850571597236538,14.02023711279099,6709698
2000-09-12,13.883196830749512,13.990869570382563,13.788577211092313,13.958241387514171,4973552
2000-09-13,13.436198234558105,13.925617159073598,13.397044140164889,13.8799384815845,4733748
2000-09-14,13.325262069702148,13.605862651994542,13.246955206561742,13.462299409988727,7025282
2000-09-15,13.034870147705078,13.357887034448789,12.963087884449166,13.312208371768232,4348425
2000-09-18,12.773848533630371,12.956565858713738,12.734695763372091,12.956565858713738,3151122
2000-09-19,12.454093933105469,12.7901613332411,12.284428428054225,12.734694474600731,6534323
2000-09-20,12.643338203430176,12.985931568884086,12.437782184157829,12.985931568884086,3338124
2000-09-21,12.545454025268555,12.692279554044724,12.503037644140912,12.594394988751654,1877181
2000-09-22,11.945098876953125,12.463883647046385,11.811323831054684,12.463883647046385,5641740
2000-09-25,12.173493385314941,12.529138487577923,12.013616071920366,12.072346540497216,3272349
2000-09-26,11.88310718536377,12.333372008491262,11.830901287262629,12.333372008491262,5430531
2000-09-27,11.781959533691406,11.909208681056642,11.615556295150917,11.909208681056642,5001871
2000-09-28,11.543774604797363,11.843951554309152,11.517672318716487,11.82763746061318,4398217
2000-09-29,11.57966423034668,11.667759274485453,11.485043285377513,11.582926521180228,4062019
2000-10-02,11.57966423034668,11.57966423034668,11.57966423034668,11.57966423034668,0
2000-10-03,11.233808517456055,11.550299571192626,11.135925271187299,11.45241632492387,7846694
2000-10-04,11.370844841003418,11.46546710682586,11.224019325095357,11.289275696238192,3209499
2000-10-05,11.227283477783203,11.432839473822007,11.191391680421942,11.39694899562413,2920232
2000-10-06,11.19139289855957,11.276226985877264,11.070669648300996,11.168554220400507,3847249
2000-10-09,11.253385543823242,11.432840590669946,11.158765902511147,11.191392773683397,5422975
2000-10-10,11.224020004272461,11.364320946886652,11.158764948344293,11.295800961542465,4038585
2000-10-11,10.969521522521973,11.217494541148767,10.78354126386564,11.152238171181986,3612363
2000-10-12,10.982573509216309,11.086983319714378,10.868376165297006,10.871639116158576,3567605
2000-10-13,10.803120613098145,10.995626154099602,10.773756031842115,10.907530431586144,3045995
2000-10-16,10.845535278320312,11.282749524665764,10.7802789087427,11.060879451097827,3279079
2000-10-17,10.532305717468262,10.825957378577932,10.408319548499502,10.777015105268859,4079729
2000-10-18,10.372430801391602,10.57146157137058,10.271284600540223,10.506205851533926,3676092
2000-10-19,10.398533821105957,10.52252068689359,10.212554841588089,10.375694482451282,5888168
2000-10-20,10.50947093963623,10.799859116858372,10.44095159539641,10.519258475124952,6955786
2000-10-23,10.215815544128418,10.440948582867643,10.166873923314684,10.316962395946938,3201550
2000-10-24,10.163612365722656,10.271284466948151,10.114670081795419,10.147298271080244,3484872
2000-10-25,10.258232116699219,10.431160587275492,10.189713450519225,10.245181633179095,6398343
2000-10-26,10.375694274902344,10.395271321630307,10.117933014296074,10.124458916399321,1581533
2000-10-27,10.346327781677246,10.473576921044897,10.287597967768995,10.424635299524406,3296662
2000-10-30,10.248442649841309,10.421370439331753,10.225603317148689,10.4083199574345,3761103
2000-10-31,10.65302848815918,10.734598280661315,10.37242797981963,10.37242797981963,8213427
2000-11-01,11.325167655944824,11.507884991409705,10.799856965437655,10.832485155282349,25579328
2000-11-02,11.256649017333984,11.478519125920265,11.165290349338605,11.315379495390765,12974996
2000-11-03,11.40673828125,11.710177548654668,11.263175035534847,11.263175035534847,19298344
2000-11-06,11.3643217086792,11.78522192640947,11.30885352230045,11.485044955360406,17946450
2000-11-07,11.325167655944824,11.445890903039393,11.272963079858712,11.28927717478106,8292927
2000-11-08,11.42957592010498,11.66776010446951,11.416525436679146,11.42631362903937,10142595
2000-11-09,11.312114715576172,11.475255648405444,11.256647853744907,11.403473374127893,6546235
2000-11-10,11.021727561950684,11.383897957196591,10.99562527431264,11.289276999613246,7096949
2000-11-13,10.77375602722168,10.904268135380262,10.721550788209175,10.904268135380262,4318335
2000-11-14,11.005414009094238,11.086983162403953,10.72154982021836,10.780280296566353,9140624
2000-11-15,11.282752990722656,11.609032300517006,11.126139238620656,11.403476256196743,18438479
2000-11-16,11.348005294799805,11.498094409234735,11.178339798191002,11.354529876082282,15060748
2000-11-17,11.031516075134277,11.36758419249728,10.835748252584603,11.36758419249728,13591210
2000-11-20,11.028252601623535,11.113084700025379,10.871638228455351,10.90426641524338,6462294
2000-11-21,10.927106857299805,11.028253718924802,10.848799992573083,10.962997338737448,8403608
2000-11-22,11.008674621582031,11.184866023758056,10.930367771447106,10.930367771447106,5938798
2000-11-23,10.962997436523438,11.051093154813096,10.901004006708844,10.933632197093551,4927352
2000-11-24,11.05435562133789,11.171815914328267,10.962996956096978,10.962996956096978,5649933
2000-11-27,11.62534236907959,11.742803302031032,11.034776732800447,11.122871772932411,23210414
2000-11-28,12.199597358703613,12.522614321028247,11.553563434054347,11.553563434054347,37519351
2000-11-29,11.781959533691406,12.36599937589608,11.651446775882873,12.144129270617745,23934246
2000-11-30,11.905945777893066,12.042984445565585,11.759120235799685,11.791748427190115,13643058
2000-12-01,12.294218063354492,12.450831785256247,11.778696906055297,11.817849676949017,25603504
2000-12-04,12.708592414855957,13.24695351422809,12.304005028239098,12.398625974007778,27891413
2000-12-05,12.659648895263672,12.839102577453035,12.60091843138093,12.7705839227837,12651707
2000-12-06,12.47367000579834,12.98592879900611,12.39862544671448,12.98592879900611,10545628
2000-12-07,12.54871654510498,12.67270208040597,12.339896926839447,12.339896926839447,10346247
2000-12-08,12.848893165588379,13.116441933939562,12.623760778001943,12.623760778001943,29306496
2000-12-11,12.826054573059082,13.018558773752082,12.679227725415826,12.985930585386914,18223826
2000-12-12,12.584604263305664,12.927197534554981,12.535661990509142,12.793423835739592,12973640
2000-12-13,12.998978614807129,13.05118317337109,12.640069966144553,12.659647664978326,16301420
2000-12-14,12.927200317382812,13.40356870915812,12.855419357159553,13.077289458603111,26987999
2000-12-15,12.509559631347656,12.94024925479502,12.431252786856271,12.874992891470617,10996662
2000-12-18,12.441043853759766,12.52914022844729,12.209385557229622,12.398627471625318,8867859
2000-12-19,12.826054573059082,12.946777814679459,12.49651171739969,12.49651171739969,22866309
2000-12-20,12.82279109954834,13.10339167565409,12.633549188007203,12.737958336559078,20101315
2000-12-21,12.617234230041504,12.799950227500965,12.519349670601418,12.799950227500965,7067559
2000-12-22,12.245274543762207,12.790161543359808,12.13760179635289,12.69227830684859,11168465
2000-12-25,12.245274543762207,12.245274543762207,12.245274543762207,12.245274543762207,0
2000-12-26,11.958148956298828,12.444306840431391,11.811323431396925,12.392100948821241,8242075
2000-12-27,11.954886436462402,12.104975568747546,11.746068150670942,11.938572342989522,5371317
2000-12-28,12.287692070007324,12.365998930373113,12.078872456535121,12.131078349275745,8311634
2000-12-29,12.57155704498291,12.627023913218093,12.219174172383411,12.365999709718112,11557858
2001-01-01,12.724905967712402,12.907621950613628,12.47040771644183,12.63028370679418,11237186
2001-01-02,13.429672241210938,13.63849187795245,12.734697293962839,12.894573323672107,21367159
2001-01-03,14.1801118850708,14.38566786048129,13.383990266695426,13.44272073383603,59167521
2001-01-04,13.876669883728027,14.42155675107758,13.654799861044555,14.251891284418102,29457229
2001-01-05,14.026762962341309,14.251896679477579,13.746162378118667,13.879937428047603,29628333
2001-01-08,13.883196830749512,14.206213730485453,13.785313601307548,13.899510922183708,13834426
2001-01-09,13.667856216430664,14.023500037809471,13.599336229746573,13.8505722234313,12462490
2001-01-10,14.1442232131958,14.470502455194808,13.703745313082747,13.736373501115333,32865495
2001-01-11,14.078968048095703,14.317152235906997,13.938667104466502,14.193165386168712,27410883
2001-01-12,14.411774635314941,14.64343294498598,14.09528355656284,14.193166810568313,41641168
2001-01-15,14.401983261108398,14.741314293571692,14.27147183291612,14.539021909664505,34162117
2001-01-16,14.49986743927002,14.610802480098991,14.225792787711779,14.512919241326763,26929908
2001-01-17,14.225794792175293,14.552074059607708,14.13443612239535,14.552074059607708,16045082
2001-01-18,14.277999877929688,14.382409036160336,13.97129698625448,14.13443662578076,15326190
2001-01-19,14.330201148986816,14.401982098909206,14.225792014858515,14.353041141763606,10512020
2001-01-22,14.349776268005371,14.620588590067031,14.307359896106114,14.401980830471667,13912845
2001-01-23,14.826146125793457,15.400399012304083,14.356303694479584,14.395457780073778,31829503
2001-01-24,14.751104354858398,15.139377716777002,14.640170616211414,15.139377716777002,19080055
2001-01-25,15.27967643737793,15.433026538008766,14.81635856787769,14.826146759904056,56142320
2001-01-26,15.27967643737793,15.279676437377928,15.279676437377928,15.279676437377928,0
2001-01-29,14.943608283996582,15.204632464563808,14.356304867092872,15.204632464563808,26620577
2001-01-30,15.015386581420898,15.10674389912233,14.878349285705703,15.057802950054795,22795278
2001-01-31,15.041492462158203,15.465654930894974,14.689109629519615,14.943607902259696,48728123
2001-02-01,14.888136863708496,15.325351012110975,14.72825958555639,14.950129609421886,40833374
2001-02-02,15.302511215209961,15.433022607595673,14.698893881786148,14.7086820713197,39106958
2001-02-05,15.638583183288574,15.840876873789663,15.20463122745396,15.335142647536943,36489697
2001-02-06,15.393875122070312,15.759308465079142,15.357984641766645,15.726680276016369,27776185
2001-02-07,15.501547813415527,15.694052017370845,15.175268562561342,15.498285522189098,30459083
2001-02-08,16.07906150817871,16.18347197501514,15.406926630661227,15.5048098768138,48161225
2001-02-09,16.751195907592773,17.09052557440035,16.154103072409168,16.18346896420605,69484061
2001-02-12,16.199783325195312,16.836028986297148,16.0855859948678,16.77077393432285,26833991
2001-02-13,16.033384323120117,16.575009135450937,15.873506976438465,16.31398492289239,28600057
2001-02-14,15.958340644836426,16.238939918044185,15.488496810790723,15.726681019208632,52075595
2001-02-15,15.964866638183594,16.33030003074907,15.863719766037795,16.08558989875644,36990226
2001-02-16,15.348194122314453,16.101899371094383,15.204630903698451,15.974650244536786,25753845
2001-02-19,15.641847610473633,15.853929521551759,15.49828568835626,15.49828568835626,27932387
2001-02-20,15.410192489624023,15.700581323297824,15.33841151377089,15.53744166249764,22365632
2001-02-21,15.583114624023438,16.620684015997256,15.269885904324372,15.33514227235096,37819768
2001-02-22,15.14263916015625,15.726678945998724,15.01212641494272,15.413450204314948,25937784
2001-02-23,14.522709846496582,15.335145744211225,14.388934789420851,15.269889361410662,22048373
2001-02-26,14.516180992126465,14.643430121209882,14.160535888855124,14.35630367827859,15412081
2001-02-27,14.571646690368652,15.01212315224211,14.434609393008504,14.552068991343587,31056367
2001-02-28,16.02033042907715,16.36618601902202,14.76089094916004,14.813095516730462,71897680
2001-03-01,17.057899475097656,17.583210109387583,16.24872599403138,16.24872599403138,73527384
2001-03-02,17.3026123046875,18.00411446532365,17.116632668235887,17.292824111057975,62208514
2001-03-05,17.070953369140625,17.547321782274295,16.640263631000387,17.423334922772806,44423798
2001-03-06,17.070953369140625,17.070953369140625,17.070953369140625,17.070953369140625,0
2001-03-07,17.159046173095703,17.325449394355893,16.588056874468716,17.227566155327747,38814436
2001-03-08,17.097057342529297,17.54732351158919,16.98285866504599,17.292825184765615,16204379
2001-03-09,16.95676040649414,17.16231647585941,16.483654162401624,17.01222728910198,14988094
2001-03-12,16.007282257080078,16.98285780818465,15.687528878419815,16.80992997400271,11301499
2001-03-13,14.88161563873291,15.82456419592528,14.552072789507188,15.82456419592528,13193041
2001-03-14,15.429763793945312,15.66142338147421,14.682583100968765,15.005600024169835,7697222
2001-03-15,15.429763793945312,15.53091064051972,14.959921356333748,15.080644586386006,4656145
2001-03-16,15.233996391296387,16.183470801705184,15.015389919100564,15.335143240457692,8150556
2001-03-19,15.198108673095703,15.530913856959382,15.00886674251581,15.015392644747704,1827717
2001-03-20,15.093697547912598,15.400400402060715,14.946870703056952,15.322093542969082,3275030
2001-03-21,15.485231399536133,15.579852341727992,14.813095293653207,14.813095293653207,4055766
2001-03-22,14.72826099395752,15.971386232160839,14.65648005196875,15.46565207119225,6883557
2001-03-23,14.326940536499023,14.937083958965017,14.1931654932496,14.878353484347304,5129065
2001-03-26,13.889725685119629,14.388932720439692,13.710270658221878,14.356304533731011,3751247
2001-03-27,13.569972038269043,13.840784424909778,13.481875663831579,13.769002145028752,5117608
