Open,High,Low,Close,Volume
182.97,188.88,181.41,183.22,217307400
185.06,185.39999,181.67999,181.92999,182497800
182.48,183.38,180.33,180.39999,156683100
178.00999,179.98,175.78999,178.56,170968500
178.0,178.25999,171.72,172.7,241323500
177.25999,178.37,174.75999,175.64,182836300
174.83,176.22,173.98,175.2,147667800
177.10001,181.22,176.85001,178.67999,162602100
176.07001,176.50999,171.14,171.24001,186152200
170.0,170.97,167.00999,167.52,196212700
168.78,169.45,164.27,165.17,185627000
166.97,174.62,166.96001,174.39999,226181300
176.0,177.37,174.75,175.75,168132000
172.17999,177.49001,171.37,177.39,143143200
177.16,177.78999,175.75999,177.64,107564300
175.73,178.23,173.66,178.10001,132534900
184.5,185.25999,180.3,182.08,147732700
181.84,184.08,180.62,183.91,116428500
184.31,190.0,184.3,188.63,160459500
186.03,189.66,185.74001,189.31,133648200
190.84,196.50999,190.77,196.50999,161307000
196.53999,200.39999,195.74001,198.87,185338400
197.42999,199.85001,195.81,198.35001,134012900
199.89999,201.7,199.27,201.67999,160324400
199.98,202.17,197.84,202.06,119381400
202.13,202.75,199.0,199.88,107945300
200.99001,202.5,199.0,202.5,107501000
202.46001,203.83,197.22,199.64,113561800
199.96001,210.95,199.81,208.27,214134400
209.64999,216.83,207.38,216.61,187172400
209.49001,214.73,208.2,213.17,180275400
212.7,212.72,207.58,209.25,123711800
209.92999,210.3,198.7,199.57001,225239200
201.28,203.0,197.12,198.45,128647000
199.5,201.73,194.74001,198.48,125368100
199.3,200.24001,196.03,196.5,113406600
199.89,208.27,198.61,207.83,188362800
208.34,214.2,206.5,211.5,168307900
213.03,217.8,212.89,215.2,136421400
214.03999,222.3,213.89,219.44,160685800
218.55,223.75,214.92,220.78,159176600
224.92999,227.84,221.57001,225.83,150405400
229.85001,236.53999,229.3,235.74001,180782900
229.75999,231.5,224.24001,225.32001,180977600
229.87,230.0,218.37,222.32001,146280900
219.69501,224.48,217.91,220.61,139083506
223.175,226.12,220.5,224.55,6248060
