Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
60,2008-01-02,46.93655014038086,47.54820512236521,46.24441412480974,47.19408770130831,13437280
61,2008-01-03,48.86809158325195,49.06124692384192,46.08344888607014,46.64681608240534,31815218
62,2008-01-04,48.61056137084961,50.22018217454902,48.288637210109734,49.57633385306926,28011310
63,2008-01-07,48.20815658569336,49.31879232999904,47.693077050792105,48.30473208819789,15858063
64,2008-01-08,46.566341400146484,48.93248482047358,46.002974127038875,48.25644321946929,13282666
65,2008-01-09,45.82590866088867,46.823874318639156,45.71323434420508,46.61462451129842,13113527
66,2008-01-10,44.73137664794922,47.322868995429545,44.42554692111649,46.035172236346526,18023003
67,2008-01-11,45.407405853271484,45.84200426341952,43.620724470746225,45.34301928644397,11629440
68,2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
69,2008-01-15,44.69916915893555,47.03311879349516,44.32895733155624,46.83996783407979,11558334
70,2008-01-16,43.78168487548828,44.74745714334281,42.671049387280526,44.37724531394022,14834065
71,2008-01-17,44.95672607421875,45.95469195236284,43.00908207392314,43.9426613664929,16169395
72,2008-01-18,42.86420822143555,44.63479085737784,42.493991995365576,44.58649874693374,13254156
73,2008-01-21,35.572635650634766,42.4940064989103,30.98521325405446,42.4940064989103,33202389
74,2008-01-22,31.999269485473633,33.80204566162188,25.41591864182429,32.063653881081514,58755707
75,2008-01-23,35.572635650634766,36.94081360901481,32.51435550837348,32.51435550837348,28425991
76,2008-01-24,35.65311050415039,38.180216107949086,33.96300861430983,37.48808001681339,29911930
77,2008-01-25,37.48808670043945,37.66514327867727,35.97504108751403,37.343219051789035,12550722
78,2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
79,2008-01-29,37.262733459472656,38.53433574745335,36.69936613099093,37.98706288180631,7679877
80,2008-01-30,35.20241928100586,37.50417633343792,34.73562746560564,37.343214240731115,9016102
81,2008-01-31,32.90064239501953,35.66918977759586,32.51433401640554,35.572612137145626,41538563
82,2008-02-01,34.043495178222656,34.28493834450258,33.1582035685296,33.46403114251317,9089201
83,2008-02-04,35.7979621887207,36.21646388489404,34.68732466735901,34.68732466735901,12009385
84,2008-02-05,36.90862274169922,37.391509111723906,35.08975162121496,35.862368939979056,14593303
85,2008-02-06,36.58669662475586,37.02129520883742,34.542479072728625,35.89456040304357,12429218
86,2008-02-07,34.86439514160156,37.327116236255065,34.63904866983149,36.087707366737824,11300078
87,2008-02-08,33.96299743652344,35.379462442837216,33.335243766064984,35.08973165892353,13514197
88,2008-02-11,31.564661026000977,34.44588310560765,31.226640326826132,34.44588310560765,15133331
89,2008-02-12,31.001304626464844,32.723599813088,30.743764853251847,32.514349975395696,10237627
90,2008-02-13,30.550615310668945,31.950984310689403,29.92286353940541,31.548579049214283,10395753
91,2008-02-14,33.22258758544922,33.56060845090278,31.226655687795184,31.226655687795184,12514003
92,2008-02-15,34.17226028442383,34.445896716448054,32.208521871891165,33.09381338549082,12080990
93,2008-02-18,33.97910690307617,34.94488170351332,33.6893759911768,34.94488170351332,6977153
94,2008-02-19,33.60888671875,34.67123677450253,33.35134698050882,34.5907557427514,7226542
95,2008-02-20,32.771881103515625,33.303057190378766,32.401669253461456,33.28696054837911,5604999
96,2008-02-21,32.99724197387695,33.56060937067662,32.59483669044862,33.303069552644814,3874365
97,2008-02-22,32.578731536865234,32.78798135634197,31.56466917746275,31.902689963930246,2691220
98,2008-02-25,32.85236740112305,33.25477259973796,32.0636536484754,32.9650417300104,6270186
99,2008-02-26,32.98113250732422,33.447922018039144,32.82017045651303,33.15819119985402,7139423
100,2008-02-27,34.912689208984375,36.63498243926364,33.46403024994417,33.46403024994417,43223132
101,2008-02-28,35.894554138183594,36.168190559392585,34.76781952904449,35.25070579010411,35763847
102,2008-02-29,35.37947463989258,36.37744045419862,34.800012872296065,35.669207706878865,16477462
103,2008-03-03,33.89862823486328,35.02536521738987,33.51231959744215,33.834243825824494,10049153
104,2008-03-04,33.02942657470703,34.25273883178418,32.192425060108526,34.123970039749935,11485198
105,2008-03-05,33.641075134277344,33.80203717447604,32.22460787061637,33.19038011180855,8581053
106,2008-03-07,31.918787002563477,33.1581958405475,30.5828004839386,33.1581958405475,14251925
107,2008-03-10,31.8055362701416,32.03202484933756,29.977447216467244,31.96731414017483,11713659
108,2008-03-11,34.42633819580078,34.74989393167005,30.802514392915455,31.546690830012576,19665129
109,2008-03-12,33.5527458190918,35.59114785996613,33.22919000924677,35.36465923192526,12262350
110,2008-03-13,28.94207191467285,33.002699762120834,28.14936065829294,32.67914396814919,47000084
111,2008-03-14,30.931947708129883,31.061369174560937,29.152390476308,29.75096750136865,35798540
112,2008-03-17,29.71861457824707,30.34954809562583,29.087681060868313,30.34954809562583,19211273
113,2008-03-18,29.97745132446289,30.559852175243062,29.18473789726741,29.670071573875372,12632937
114,2008-03-19,30.15540885925293,33.58509901827571,29.96127450180214,31.384919142263943,16449023
115,2008-03-24,30.446613311767578,31.28785940959009,29.78332337243678,31.28785940959009,11636914
116,2008-03-25,31.595226287841797,31.789358417609808,30.67309154012208,31.23931409188788,13232423
117,2008-03-26,31.401107788085938,32.16146504704678,31.061373646970374,31.38492955388921,11448313
118,2008-03-27,31.96731185913086,32.27469154566299,30.931934003648674,30.931934003648674,17425122
119,2008-03-28,32.03202438354492,32.27469337931879,31.190780788156726,32.11291331738529,11599511
120,2008-03-31,31.8055362701416,32.1776266877697,31.38491336920465,32.03202484933756,9914705
121,2008-04-01,31.870250701904297,32.3232301074592,31.465805979580118,32.03202859083397,6034588
122,2008-04-02,32.387935638427734,33.326248560534886,32.032023462067656,32.032023462067656,6087024
123,2008-04-03,32.12908935546875,32.61442292546664,31.87024434595269,32.4688232933178,3883474
124,2008-04-04,31.96731185913086,32.33940225020826,31.352556874571864,32.33940225020826,5906537
125,2008-04-07,31.83790397644043,32.161459830882784,31.46581342727958,32.01586013523444,4088729
126,2008-04-08,31.029008865356445,31.85407658745437,30.80252024606077,31.789363672581448,5753811
127,2008-04-09,31.10990333557129,31.384924495574733,30.753991017621452,31.12608156716057,3776374
128,2008-04-10,31.72464942932129,31.951138023468136,30.948116479602696,31.06135967954965,7075297
129,2008-04-11,31.870250701904297,32.19380647976364,31.546694924044953,32.03202859083397,4012660
130,2008-04-15,32.355587005615234,32.51736489675825,31.12607459407771,31.676118985113344,6362785
131,2008-04-16,31.918790817260742,32.90563654652949,31.7893671675391,32.67914790233341,4725794
132,2008-04-17,33.14830017089844,33.90865498716184,32.04820913027328,32.40412138929237,14831167
133,2008-04-21,33.682159423828125,34.264560184811856,33.326249432409504,33.64980516692794,7639361
134,2008-04-22,34.232215881347656,34.62048465595354,33.32626125861001,33.64981710794589,8814769
135,2008-04-23,34.26456832885742,34.669013093134396,33.81159107056852,34.29692478770089,5265604
136,2008-04-24,33.05122756958008,34.68518453642734,32.760028273974875,34.62047382565428,8801780
137,2008-04-25,33.32625198364258,33.79540739575913,32.87327260408807,33.64980774293026,4095990
138,2008-04-28,33.4556770324707,34.10278862111982,33.326255592442145,33.358609855322705,4708244
139,2008-04-29,33.924827575683594,34.24838332308678,33.488028633241,33.649806506942596,6497143
140,2008-04-30,34.15132141113281,34.58812261499094,33.97336747810109,34.26456681783772,6331377
141,2008-05-02,34.45869827270508,35.42936558244291,34.393985363320155,34.66900864544707,5658418
142,2008-05-05,34.29692459106445,35.10581411498076,34.07043376896527,34.911679751539545,7642293
143,2008-05-06,34.00571823120117,34.68518621278966,33.81158608949942,34.02189645823955,5061166
144,2008-05-07,33.5203857421875,34.19985374722102,33.002697818867084,33.973365143627525,4303106
145,2008-05-08,33.11594009399414,33.45567408697479,32.921807951043036,33.26153974977071,3642073
146,2008-05-09,32.92181396484375,33.77923602323823,32.420301997333254,32.679147096137385,8621761
147,2008-05-12,32.92181396484375,33.164480833550115,32.193811164471285,32.92181396484375,4890395
148,2008-05-13,33.01887512207031,33.26154196259305,32.743854019363084,33.06740980672673,5056766
149,2008-05-14,33.06740188598633,33.24535796526057,32.35557976314195,32.35557976314195,2982486
150,2008-05-15,33.083595275878906,33.45568363508401,32.3555945949748,32.3555945949748,2646760
151,2008-05-16,33.34243392944336,33.43950111329499,32.93798915860599,33.326257894012514,4422288
152,2008-05-20,33.27772521972656,33.407148870782336,32.93799115280365,33.00270407545826,3464912
153,2008-05-21,33.488033294677734,33.973366983339545,32.517365917354105,32.517365917354105,3419088
154,2008-05-22,33.035057067871094,33.196834979758506,32.6791469782708,32.6791469782708,3558000
155,2008-05-23,32.485015869140625,33.29390550982359,32.355594404332784,32.84092818874256,4417028
156,2008-05-26,32.242340087890625,32.43647442583414,30.737804454460797,30.737804454460797,2605807
157,2008-05-27,31.271682739257812,32.646795186953256,31.12608303658785,32.2908828522012,3316550
158,2008-05-28,32.42030334472656,32.6144355312078,30.834878420069092,31.384922906479453,4505700
159,2008-05-29,32.95417785644531,33.32626848036521,31.999688332918637,32.76004562132772,11026212
160,2008-05-30,31.902612686157227,33.16448175504409,31.773191230285796,33.03505810491924,4023430
161,2008-06-02,30.543685913085938,32.3555998932994,30.090706320905593,31.708485876719774,4431595
162,2008-06-03,29.411226272583008,30.414247804844734,29.136203000852344,30.09069204716297,6240766
163,2008-06-04,28.505279541015625,29.589190386436783,28.32732337407971,29.281812749504027,5762089
164,2008-06-05,28.456735610961914,28.667048174285547,27.502246545232538,28.472913838025725,9721099
165,2008-06-06,28.149356842041016,29.330336646482166,27.744912154407647,28.31113471709436,6317089
166,2008-06-09,27.761091232299805,28.440559206066826,26.53157890533006,27.82580194545549,6500809
167,2008-06-10,27.566965103149414,27.793455957982655,26.936031622158385,27.502254370734313,6717902
168,2008-06-11,27.696388244628906,28.149365557322742,27.502253856758095,27.825809707040417,2586175
169,2008-06-12,27.890514373779297,28.05229226374374,26.53158053692855,27.340469986750787,3244212
170,2008-06-13,27.712562561035156,28.11700731675208,27.421361020367033,27.84198400516328,4248430
171,2008-06-16,28.683237075805664,29.120036203565462,27.858169131032128,27.955236335285562,4354615
172,2008-06-17,29.540651321411133,29.76713994071888,28.18171741131145,29.08767408279563,4736084
173,2008-06-18,29.508296966552734,30.155410801653517,29.44358624131866,29.44358624131866,5055019
174,2008-06-19,28.877361297607422,29.44358393907503,28.408205833527752,28.925895983427974,4221271
175,2008-06-20,28.214067459106445,29.233269385094797,27.841979225425955,29.12002399523403,3837789
176,2008-06-23,27.22722625732422,28.084650443317667,26.95220514405527,27.987583264530247,4516050
177,2008-06-24,26.38597297668457,27.631663234238946,26.11094976836662,27.22721643613803,5238203
178,2008-06-25,25.65799331665039,26.191859745213677,25.075592180055963,25.884482038033173,3933879
179,2008-06-26,27.11398696899414,28.278788894554477,25.80358535130214,25.80358535130214,18253250
180,2008-06-27,25.91682243347168,26.790424767545915,25.771222775876975,26.208023942914092,6821283
181,2008-06-30,25.39913558959961,26.143314330561473,24.671135076664697,25.9006474929165,4596315
182,2008-07-01,23.6033992767334,25.39913421712175,22.697442692962856,25.39913421712175,6202295
183,2008-07-02,24.638776779174805,24.897621825501343,22.859220102777634,23.619577014939413,5245963
184,2008-07-03,23.99166488647461,24.638776395076555,23.296020892428675,24.428466032482078,4726793
185,2008-07-04,24.31521987915039,24.784375269340877,23.45779803481098,23.619575906894102,4862814
186,2008-07-07,24.84908676147461,25.852110477662308,24.63877639884794,24.63877639884794,5528014
187,2008-07-08,25.57709503173828,26.208028452719972,22.972468002916,22.972468002916,8354280
188,2008-07-09,27.356647491455078,27.469890694884896,25.916822553429228,25.916822553429228,6860769
189,2008-07-10,28.553802490234375,28.893536478125746,26.59628969738688,27.356646613417432,7216175
190,2008-07-11,27.194868087768555,29.184735092957112,26.984555531561817,28.8288250808619,6040791
191,2008-07-14,27.211057662963867,28.181727600264967,26.53159155938327,26.53159155938327,5942149
192,2008-07-15,26.078601837158203,26.822780590068216,25.884469680477192,26.531581257920138,3693378
193,2008-07-16,25.366777420043945,26.531579039759798,24.929976264087266,26.07859965686899,6973872
194,2008-07-17,26.66100311279297,26.85513746676415,25.88447008541458,25.88447008541458,5038238
195,2008-07-18,28.149356842041016,28.37584542826513,26.353621990098286,27.146333139009116,5983177
196,2008-07-21,29.734785079956055,29.912741203783337,28.165538616551565,28.634694074457574,8754188
197,2008-07-22,30.948116302490234,31.22313738157573,29.47593715758144,29.734782204090614,12631056
198,2008-07-23,33.13212203979492,33.77923364410124,31.740831651685703,32.32323253441203,12798869
199,2008-07-24,31.96731185913086,33.7468683025152,29.977445077411236,29.977445077411236,10764301
200,2008-07-25,32.03202438354492,33.06740449210387,30.818690375939365,31.62757971434307,10710381
201,2008-07-28,31.773189544677734,32.662968040786865,31.417277268532757,32.03203244268865,5533881
202,2008-07-29,30.49514389038086,31.546700349264327,30.252477015253906,31.06136659901042,5145929
203,2008-07-30,31.773189544677734,32.03203244268865,30.770165634998843,30.770165634998843,7354746
204,2008-07-31,30.656925201416016,32.323239244998014,30.2524803647583,32.323239244998014,6006517
205,2008-08-01,31.546688079833984,31.676111679450457,29.12002027236658,30.17157632226912,4699412
206,2008-08-04,31.740821838378906,32.323222541044466,30.915754359123746,30.915754359123746,4301346
207,2008-08-05,33.16448211669922,33.40714899479448,31.54670073514404,31.870256572604386,9161115
208,2008-08-06,32.323238372802734,34.345462501524565,32.09674970923661,34.345462501524565,8616591
209,2008-08-07,32.242340087890625,32.970340563799354,31.23931633227074,31.23931633227074,4809365
210,2008-08-08,31.692293167114258,32.48500429366376,31.579047780070272,31.87024706925081,4883824
211,2008-08-11,31.98349952697754,32.452655016264956,31.740832667595775,32.09674493905701,2714705
212,2008-08-12,31.433462142944336,32.355597293361726,31.19079522907174,32.193817156526215,5801276
213,2008-08-13,31.562870025634766,31.87024754530623,30.81869137141506,31.061358180774562,2754609
214,2008-08-14,30.80251693725586,31.708471317120992,30.737804029334395,31.38491555452546,2566362
215,2008-08-18,30.446613311767578,31.384924410355058,30.155413920965554,30.737812702569606,2963058
216,2008-08-19,29.880388259887695,30.576032414333238,29.265630868415144,30.398078463837912,2941144
217,2008-08-20,30.220117568969727,30.46278440250553,30.009804996686867,30.0906939411988,3319410
218,2008-08-21,29.896562576293945,30.398074484293087,29.540650333390527,30.09069473167054,4138486
219,2008-08-22,29.58917999267578,30.931937694928838,28.82882528358942,30.931937694928838,4139879
220,2008-08-25,29.912738800048828,30.317183506131677,29.702426236333967,30.317183506131677,2034227
221,2008-08-26,29.961271286010742,30.058338454317763,29.411226924608243,29.60535906696932,1489491
222,2008-08-27,29.362695693969727,30.333363102604768,29.20091779253055,30.12305270843513,4297168
223,2008-08-28,28.925891876220703,29.767135507543344,28.55380144810918,29.4435797583609,7382078
224,2008-08-29,30.1230525970459,30.236298005335847,29.314163092841145,29.443584535812622,2219080
225,2008-09-01,30.106752395629883,30.23715430447328,29.50363859275738,30.057850021656346,3417069
226,2008-09-02,31.687881469726562,31.81828335520498,30.057844635990634,30.31865061782342,5030404
227,2008-09-04,31.01957130432129,31.59008350457396,30.758765284887673,31.329277485140345,2813325
228,2008-09-05,30.33494758605957,30.677255255927562,29.99263991619158,30.64465368322559,3330688
229,2008-09-08,31.93238067626953,33.22010734472253,31.622672387291455,31.94867925074161,8377948
230,2008-09-09,32.04649353027344,32.30729955906494,31.312977817915293,31.93239241265465,3737279
231,2008-09-10,31.76938819885254,32.30729882467044,31.459679803084835,31.883489313877636,3847698
232,2008-09-11,30.921764373779297,31.62267837864475,30.677259179866795,31.62267837864475,2567354
233,2008-09-12,31.23147201538086,32.07909094613527,30.726160814772506,31.133669490928266,6093354
234,2008-09-15,29.259136199951172,30.563164258661875,28.378917702496757,30.09045452955456,6770268
235,2008-09-16,29.829641342163086,30.090447333711275,27.710596253507592,28.118104924402882,4654621
236,2008-09-17,29.063518524169922,30.2534426377145,28.688609321595628,30.2534426377145,4674190
237,2008-09-18,28.998321533203125,29.568833639440488,26.911878143313984,28.68861540342088,6603710
238,2008-09-19,30.758771896362305,30.921775417185735,29.34064038084776,29.682948216752315,9821730
239,2008-09-22,30.090452194213867,32.92671477048662,29.84594695218183,31.622684602106023,4162514
240,2008-09-23,29.73184585571289,30.400160676328774,29.17763437430334,29.73184585571289,6569683
241,2008-09-24,30.416454315185547,30.7424612523815,29.438433503597697,29.82964138605763,5730103
242,2008-09-25,29.471046447753906,30.628371963319985,28.770129935934808,30.497967811623067,10926783
243,2008-09-26,28.998321533203125,29.6340367917112,28.49301257923647,29.6340367917112,4967945
244,2008-09-29,27.922504425048828,29.829643837874904,27.384591607936688,29.829643837874904,7859964
245,2008-09-30,27.97140121459961,29.01462293148443,26.4065675338344,26.4065675338344,6616439
246,2008-10-01,28.90053367614746,29.177638349163843,27.759506761272096,28.33002132414821,3743739
247,2008-10-03,29.308034896850586,29.66664124142009,28.52561683338966,29.04722887569694,4681406
248,2008-10-06,28.70491600036621,29.34062904376569,28.118103109968274,28.982022763043982,5560277
249,2008-10-07,29.650341033935547,30.286056413904227,28.688620884705962,28.688620884705962,9928258
250,2008-10-08,29.422138214111328,29.6666434627109,27.41719384906896,28.656023095025205,9985473
251,2008-10-10,29.242828369140625,29.911143030561206,27.074883127646295,29.308031525084903,9025179
252,2008-10-13,29.829641342163086,30.057845755689236,29.193928257741643,29.389533304121795,6805621
253,2008-10-14,29.112428665161133,30.93806852942204,28.884224234847572,29.992647016871278,5099383
254,2008-10-15,28.867921829223633,29.487334135538344,28.558215676066276,28.949423564837467,5495022
255,2008-10-16,27.759498596191406,28.460414891865852,27.221587992590546,28.460414891865852,6651066
256,2008-10-17,25.673051834106445,28.525612412048513,25.298142545908494,28.330009584658054,5586092
257,2008-10-20,25.966459274291992,26.993382491676975,25.151441900594122,25.770856431130174,7922965
258,2008-10-21,26.178359985351562,27.54758846253268,25.428543706386094,26.22726013383544,8047276
259,2008-10-22,24.743928909301758,26.11315741674854,24.499423739726417,25.917554607613706,5408099
260,2008-10-23,23.537708282470703,24.35272566792837,23.17909974851887,24.124521242175458,6641370
261,2008-10-24,20.48954200744629,23.14649775183014,20.212435217031533,22.820490803519185,9905588
262,2008-10-27,18.90840721130371,20.21243498989347,16.95236554341907,20.11463246432402,12878172
263,2008-10-29,21.40236473083496,22.755292860614006,19.560423903144713,21.516465851283904,13094201
264,2008-10-31,22.771587371826172,23.472503536451967,21.646864004026405,22.527082195744665,8097887
265,2008-11-03,23.47250747680664,24.09191980917754,22.65748787550762,24.05931822921016,4951148
266,2008-11-04,24.499425888061523,24.695030925224543,23.032394741966666,23.14649583791515,4515828
267,2008-11-05,23.602907180786133,25.689352832837336,23.146496158051825,25.689352832837336,6145587
268,2008-11-06,22.82048988342285,24.369025036340823,22.347780269606304,23.14649681858958,4896229
269,2008-11-07,24.597230911254883,25.330746558992505,22.494484285706104,22.65748776298113,8250147
270,2008-11-10,25.151445388793945,25.721957629505567,24.597233939992226,25.363349050993403,3775177
271,2008-11-11,24.858034133911133,25.90125582949473,24.2875220273243,25.265542781473158,8900004
272,2008-11-12,23.814817428588867,25.3959523435843,23.521411997974482,25.3959523435843,5705390
273,2008-11-14,23.73331642150879,24.776540676257586,23.439910981658592,23.602914495103512,4038880
274,2008-11-17,24.711336135864258,25.526355868902257,22.49448803340974,25.526355868902257,5361538
275,2008-11-18,23.37470245361328,24.646128562656585,22.918291437151527,24.646128562656585,6392448
276,2008-11-19,22.80419158935547,24.206021870205173,22.51078401752587,23.472506256945262,5606729
277,2008-11-20,22.559688568115234,22.983495861422313,21.597966235626618,22.820492376034586,5080395
278,2008-11-21,23.994117736816406,24.743934192451444,21.842470900798677,22.41298308495287,8350092
279,2008-11-24,24.597230911254883,24.988438814539716,23.374704831692178,24.711332018821707,5420119
280,2008-11-25,23.994117736816406,25.151442895418725,23.798514885917836,24.858037513632766,5453771
281,2008-11-26,24.53203582763672,24.906943030651593,23.554014730161366,24.25492896566803,5246053
282,2008-11-27,24.53203582763672,24.532035827636715,24.532035827636715,24.532035827636715,0
283,2008-11-28,24.140819549560547,24.61353139650815,23.17909948771663,23.79851402022074,8464961
284,2008-12-01,23.945219039916992,25.55895316009493,23.84741650305365,24.613533795794094,5733003
285,2008-12-02,23.73331642150879,23.994122485195987,22.98349981748683,23.76591800854843,5879324
286,2008-12-03,24.450531005859375,24.760237205745007,23.228004787197865,23.96152051839477,6430656
287,2008-12-04,25.624143600463867,25.754547666400647,21.679459848915346,21.679459848915346,4648185
288,2008-12-05,25.31443977355957,26.536965563576455,24.466821008130946,24.466821008130946,5338962
289,2008-12-08,25.379650115966797,26.21096840355187,24.287527998522958,25.999064739072505,11709287
290,2008-12-10,24.97214126586914,26.56957687702754,24.61353489584485,26.56957687702754,11172070
291,2008-12-11,24.69503402709961,25.41224890199151,24.303823903634743,25.41224890199151,9867592
292,2008-12-12,23.928918838500977,24.20602566463204,23.40730676962241,24.09192233366598,9847702
293,2008-12-15,24.32012939453125,24.858042312825397,24.124526505868808,24.743938969614828,5741641
294,2008-12-16,25.249242782592773,25.558948922244987,23.146496326747982,24.450526250581483,9183505
295,2008-12-17,25.21663475036621,25.917550793183253,24.54832027637802,25.917550793183253,8720755
296,2008-12-18,25.966459274291992,26.243566065699714,24.64613068672622,24.64613068672622,12640018
297,2008-12-19,27.22158432006836,27.547591238480823,25.933857434514316,26.732573942449665,10050607
298,2008-12-22,27.237884521484375,27.466088917282597,26.292463151926224,26.292463151926224,6524631
299,2008-12-23,26.683683395385742,27.49870105235829,26.488080484238463,27.058592844119246,5151765
300,2008-12-24,26.227272033691406,27.04228961738428,22.00547918146097,22.00547918146097,13318746
301,2008-12-26,26.276165008544922,27.661694521390825,25.591551752252595,27.661694521390825,5480531
302,2008-12-29,26.83037567138672,27.04227927777489,25.75455243007756,26.569569702148762,3418418
303,2008-12-30,26.781482696533203,27.221593062078533,25.78716083388101,26.76518190320252,4868199
304,2008-12-31,27.107481002807617,27.51498965065083,26.504369530525217,27.51498965065083,4396180
305,2009-01-02,27.498695373535156,27.955106493711334,26.977085507317796,27.955106493711334,3976548
306,2009-01-05,26.879281997680664,27.95510548611244,26.5369742226056,27.95510548611244,4505326
307,2009-01-06,26.683683395385742,27.906212091721454,26.2435751871467,27.906212091721454,3969700
